-3.256266852583827170e-02;-8.122807493510595123e+02
-2.559999999999999776e-02;-8.170426268103244638e+02
-1.279999999999999888e-02;-7.781922632812319307e+02
-6.399999999999999439e-03;-7.300996583471275017e+02
-3.199999999999999720e-03;-5.682107767685590716e+02
-1.599999999999999860e-03;-3.902492209433876269e+02
-7.999999999999999299e-04;-2.964634868147260818e+02
-3.999999999999999650e-04;-2.399848651131042345e+02
-1.999999999999999825e-04;-1.924199084517109668e+02
-9.999999999999999124e-05;-1.147216409951665099e+02
0.000000000000000000e+00;-2.522531955969684159e+00
0.000000000000000000e+00;-2.522531955969684159e+00
9.999999999999999124e-05;1.089467540653843827e+02
1.999999999999999825e-04;1.600498194897139683e+02
2.500000000000000052e-04;1.739621624678658804e+02
2.999999999999999737e-04;1.857909702717109610e+02
3.499999999999999964e-04;1.964572218939375148e+02
4.499999999999999877e-04;2.159451382548692209e+02
5.500000000000000331e-04;2.341806072379641535e+02
6.499999999999999702e-04;2.517851334009417030e+02
7.500000000000000156e-04;2.690389330740212586e+02
9.499999999999999981e-04;3.029450405003026390e+02
1.149999999999999981e-03;3.362948735834227136e+02
1.350000000000000071e-03;3.693728703032572867e+02
1.750000000000000036e-03;4.351565372107368717e+02
2.149999999999999568e-03;5.007157554602132450e+02
2.549999999999999750e-03;5.661160142599234177e+02
2.949999999999999498e-03;6.311588381754157808e+02
3.749999999999999861e-03;7.605739312894655768e+02
4.549999999999999357e-03;8.486745092768366021e+02
5.349999999999999721e-03;9.108518395289523824e+02
6.949999999999999581e-03;9.461745198795952092e+02
8.550000000000000308e-03;9.662928844512965725e+02
1.014999999999999930e-02;9.851561735778202546e+02
1.175000000000000003e-02;1.001199175052747023e+03
1.494999999999999975e-02;1.028430612114031646e+03
1.584510037713579567e-02;1.035753406971787626e+03
